gene	chromosome	position_start	position_end	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
intron_17_5109868_5111800	17	5109868	5111800	0.361172346802159	5	2	0.210000002847284	Kidney_Cortex	0.399431811305975	Skin_Not_Sun_Exposed_Suprapubic	4.70424522629327	1.2500232294353e-17	0.185553225100256	-1.25356543064117	-0.842636427993282	-1.02388903553816	0.210756264161636	2	0
intron_16_86490513_86490853	16	86490513	86490853	0.361223202290604	1	1	0.361223202290604	Esophagus_Mucosa	0.361223202290604	Esophagus_Mucosa	1	1	1	0.913036771729827	0.913036771729827	0.913036771729827	NA	1	0
intron_17_16343735_16347545	17	16343735	16347545	0.36125397363224	1	1	0.36125397363224	Skin_Sun_Exposed_Lower_leg	0.36125397363224	Skin_Sun_Exposed_Lower_leg	1	1	1	-0.912978263553733	-0.912978263553733	-0.912978263553733	NA	1	0
intron_14_64449638_64490361	14	64449638	64490361	0.361295963290972	5	2	0.190000017124934	Esophagus_Mucosa	0.950000001576635	Kidney_Cortex	4.23452878686819	8.88486444970905e-66	0.765471213131809	0.0627067759633064	1.31057906150818	1.0610046043992	0.558065451543272	2	0
intron_2_112022394_112039351	2	112022394	112039351	0.361364193893815	5	2	0.150000007200987	Skin_Sun_Exposed_Lower_leg	0.929999997387962	Skin_Not_Sun_Exposed_Suprapubic	3.70160722733264	7.99005528323974e-17	1.29839277266736	0.0878448411822318	1.43953144550323	0.749130882178841	0.622710305098314	2	0
intron_10_125996624_126004884	10	125996624	126004884	0.361383355247352	2	2	0.169999994427472	Esophagus_Mucosa	0.280000024671381	Skin_Not_Sun_Exposed_Suprapubic	1.54933940392166	0.450660596078342	0.450660596078342	1.08031928539276	1.3722038269043	1.22626155614853	0.206393538626333	2	0
intron_17_65536553_65537324	17	65536553	65537324	0.36139063938364	4	2	0.15602866575488	Skin_Not_Sun_Exposed_Suprapubic	0.239999981104839	Esophagus_Mucosa	3.83944341044079	1.41024603972215e-16	0.15239631686936	-1.41855543664193	-1.17498683929443	-1.26252017868334	0.115518205944272	2	0
intron_1_180190580_180194213	1	180190580	180194213	0.361417329764211	2	1	0.329999997751668	Skin_Not_Sun_Exposed_Suprapubic	0.400000007537173	Skin_Sun_Exposed_Lower_leg	1.97901738466093	0.0209826153390664	1.97901738466093	0.841621220111847	0.974113881587982	0.907867550849914	0.0936864593872287	1	0
intron_17_81713506_81714953	17	81713506	81714953	0.361473730705282	5	1	0.33999998647729	Esophagus_Mucosa	0.485574521306839	Skin_Sun_Exposed_Lower_leg	4.90867801380991	2.11508424876388e-17	4.90867801380991	-0.954165279865265	-0.697364805052325	-0.902805184902677	0.114844663667191	1	0
intron_17_81277133_81280609	17	81277133	81280609	0.361489791445342	3	3	0.287166171544162	Kidney_Cortex	0.519999993383419	Esophagus_Mucosa	1.35271694952568	0.632133702011153	0.632133702011153	-1.06435884141983	0.789191663265228	0.122726079145865	1.03062880731421	3	0
intron_1_7786836_7787198	1	7786836	7787198	0.361511198107215	2	2	0.267555170299151	Skin_Sun_Exposed_Lower_leg	0.992651263491654	Skin_Not_Sun_Exposed_Suprapubic	1.62419769842547	0.37580230157453	0.37580230157453	-1.10871031576506	0.0092104055778555	-0.549749955093601	0.79048932289053	2	0
intron_12_47882774_47899837	12	47882774	47899837	0.361533893954519	3	2	0.28000002467138	Esophagus_Mucosa	0.680000000640971	Skin_Sun_Exposed_Lower_leg	2.8066877390462	0.00148671118481227	0.191825549768984	-1.08031928539276	-0.412463128566742	-0.653493742148082	0.37067206324332	2	0
intron_16_50699954_50707855	16	50699954	50707855	0.361578016417122	3	2	0.210000002847284	Esophagus_Mucosa	0.41757346295068	Skin_Not_Sun_Exposed_Suprapubic	2.87947969271425	0.00968312785200674	0.110837179433743	-1.25356543064117	-0.810638217316868	-1.01502459086948	0.223430133929696	2	0
intron_1_2556997_2557726	1	2556997	2557726	0.361637723184947	5	2	0.140006274715973	Skin_Sun_Exposed_Lower_leg	0.929999997387962	Kidney_Cortex	3.98398988961713	5.21508615436524e-17	0.968234984751938	-1.47576766218065	-0.0878448411822319	-1.11485285952498	0.577361784112265	2	0
intron_1_161122523_161122985	1	161122523	161122985	0.361831453425423	4	1	0.359999993668756	Kidney_Cortex	0.365879182396762	Skin_Sun_Exposed_Lower_leg	3.99991481944094	2.86965887904423e-19	3.99991481944094	0.904219197842907	0.915365099906921	0.911871076954518	0.00527283355982995	1	0
intron_15_90903432_90904190	15	90903432	90904190	0.361849941218548	3	2	0.154530686030674	Pancreas	0.619999995000488	Skin_Not_Sun_Exposed_Suprapubic	2.25350908200726	2.68031548330893e-16	0.746490917992738	-1.42370914263575	-0.49585035443306	-0.805136617167288	0.535699521138781	2	0
intron_19_8304088_8305031	19	8304088	8305031	0.361866873298834	4	2	0.159999983390071	Pancreas	0.350000012526044	Skin_Sun_Exposed_Lower_leg	3.33149488032365	2.03068134035205e-16	0.656341792423516	-1.40507161617279	-0.934589266777038	-1.1699478292725	0.260705735415836	2	0
intron_19_6760987_6763680	19	6760987	6763680	0.361912167382598	4	2	0.370000008467643	Kidney_Cortex	0.849999997064387	Esophagus_Mucosa	3.37460961495827	1.48925274537088e-17	0.625390385041733	-0.189118430018425	0.896473348140717	0.353677459061146	0.626766705350225	2	0
intron_8_38841489_38842287	8	38841489	38842287	0.361922681869467	3	2	0.180000015550816	Pancreas	0.420000015398974	Skin_Sun_Exposed_Lower_leg	2.11360619329265	5.32648597565856e-17	0.886393806707354	0.806421220302582	1.34075498580933	1.16264373064041	0.308497743352425	2	0
intron_1_232533583_232574174	1	232533583	232574174	0.361990793217818	2	1	0.319999991574413	Esophagus_Mucosa	0.410000013453806	Skin_Sun_Exposed_Lower_leg	1.98947189272448	0.0105281072755198	1.98947189272448	0.82389360666275	0.994457900524139	0.909175753593445	0.120607168817683	1	0
intron_14_94487494_94489620	14	94487494	94489620	0.362064380066609	2	2	0.319999991574413	Skin_Not_Sun_Exposed_Suprapubic	0.788308553520447	Skin_Sun_Exposed_Lower_leg	1.83502735070559	0.164972649294406	0.164972649294406	-0.99445790052414	-0.268507693707133	-0.631482797115636	0.513324314044082	2	0
intron_15_90917843_90918194	15	90917843	90918194	0.36207825795742	2	2	0.270000019848617	Kidney_Cortex	0.302993756679585	Pancreas	1.12140296493115	0.878597035068849	0.878597035068849	1.03003461489966	1.10306251049042	1.06654856269504	0.0516385201880087	2	0
intron_3_197076685_197081051	3	197076685	197081051	0.362122239737657	4	2	0.180000015550816	Esophagus_Mucosa	0.87000000111524	Kidney_Cortex	2.90509014826055	5.88381859078946e-18	1.09490985173945	-1.34075498580933	0.163658484816551	-0.477427355228963	0.76217824777579	2	0
intron_14_91215793_91224684	14	91215793	91224684	0.362140601020293	3	2	0.180000015550816	Skin_Not_Sun_Exposed_Suprapubic	0.800000003329066	Esophagus_Mucosa	2.05276292842784	1.00294815357789e-16	0.947237071572159	-1.34075498580933	0.253347098827362	-0.278020262718201	0.920355267680736	2	0
intron_17_75215823_75218185	17	75215823	75218185	0.362161735258569	5	1	0.306931980629629	Kidney_Cortex	0.379999992484432	Skin_Not_Sun_Exposed_Suprapubic	4.94382276448282	5.68327096731891e-18	4.94382276448282	-1.02168084361089	-0.877896308898926	-0.906653215841319	0.0643023987458269	0.999999999999999	0
intron_15_101287010_101287656	15	101287010	101287656	0.3621652685954	3	2	0.192920406415719	Esophagus_Mucosa	0.510000010717303	Skin_Not_Sun_Exposed_Suprapubic	2.76904213645544	2.35988334374179e-17	0.230957863544556	-1.30198823805291	-0.658837676048279	-0.947222142004123	0.326673463816798	2	0
intron_19_1106459_1106573	19	1106459	1106573	0.362186094774244	4	2	0.150000007200987	Pancreas	0.410000013453806	Esophagus_Mucosa	3.42815383542821	1.96994817412619e-17	0.567360130224978	-1.43953144550323	-0.82389360666275	-1.27192601750603	0.299802659201467	2	0
intron_14_103679518_103700655	14	103679518	103700655	0.362368788891966	4	2	0.159999983390071	Skin_Not_Sun_Exposed_Suprapubic	0.629999996124455	Esophagus_Mucosa	2.97929021194858	2.22044604925031e-16	1.02070978805142	0.481726855039597	1.40507161617279	0.943399235606193	0.53309334639508	2	0
intron_17_78168715_78170817	17	78168715	78170817	0.362550744285849	3	2	0.195635430551906	Esophagus_Mucosa	0.739999989804993	Pancreas	2.06779580636442	0.0366755387340089	0.895528654901568	-1.29408682877358	0.331853359937668	-0.726023208821659	0.916983052150446	2	0
intron_19_39342576_39354006	19	39342576	39354006	0.362613402319301	5	3	0.594217182469974	Esophagus_Mucosa	0.70999999700558	Skin_Not_Sun_Exposed_Suprapubic	4.1685035947668	6.45081253407226e-17	0.242038343146448	-0.498823642303658	0.532734786160232	-0.243554251369371	0.436280337459528	3	0
intron_15_36691764_36692126	15	36691764	36692126	0.362633254023477	3	2	0.364552951711162	Skin_Sun_Exposed_Lower_leg	0.470000004017645	Skin_Not_Sun_Exposed_Suprapubic	2.19537018012293	2.9761240953664e-17	0.804629819877073	-0.906723653726611	0.722479045391083	0.179411479018518	0.940620616900065	2	0
intron_9_108917670_108918811	9	108917670	108918811	0.362728234166855	4	2	0.169999994427472	Esophagus_Mucosa	0.443020558434622	Skin_Sun_Exposed_Lower_leg	3.12180673584181	1.28409903737762e-17	0.878193264158188	-1.3722038269043	-0.767102528968585	-1.22092850242037	0.302550648967856	2	0
intron_8_22089298_22094440	8	22089298	22094440	0.362732734696176	5	2	0.159999983390071	Kidney_Cortex	0.526790766859678	Esophagus_Mucosa	4.29123269037281	0.00619347100495307	0.607255714585667	-1.40507161617279	-0.6329125269878	-1.01303160370821	0.360610082283271	2	0
intron_17_2365341_2371262	17	2365341	2371262	0.362802783942807	5	2	0.241598493898767	Skin_Not_Sun_Exposed_Suprapubic	0.749999997076816	Kidney_Cortex	4.56621038032426	6.25291040353798e-18	0.324764781201839	0.318639367818832	1.17100070468599	0.645684576013282	0.35604437202528	2	0
intron_7_248430_255849	7	248430	255849	0.362825419961774	2	2	0.159999983390071	Skin_Not_Sun_Exposed_Suprapubic	0.797308740873584	Skin_Sun_Exposed_Lower_leg	1.01828928904523	0.98171071095477	0.98171071095477	-0.256831643970302	1.40507161617279	0.574119986101244	1.17514306492321	2	0
intron_19_10565034_10565717	19	10565034	10565717	0.362887337742617	3	2	0.229999996267641	Esophagus_Mucosa	0.521993313797409	Kidney_Cortex	2.10900035231049	0.0668724658814041	0.824127181808101	-0.674489736557007	1.20035886764526	0.388714975526606	0.962406596390466	2	0
intron_16_82148863_82149309	16	82148863	82149309	0.362917985355239	2	2	0.300000023490669	Skin_Sun_Exposed_Lower_leg	0.969999999547715	Esophagus_Mucosa	1.70462598961421	0.295374010385793	0.295374010385793	0.0376082882285118	1.03643333911896	0.537020813673735	0.706275966703633	2	0
intron_19_15115921_15116152	19	15115921	15116152	0.362972785143194	4	2	0.153145173833536	Esophagus_Mucosa	0.259999981650469	Kidney_Cortex	3.64052209009589	8.74376219490889e-19	0.359477909904113	-1.42850980723202	-1.12639117240906	-1.3468648887235	0.14736710302293	2	0
intron_22_20037094_20043355	22	20037094	20043355	0.363035833921798	5	2	0.159999983390071	Pancreas	0.238606633983342	Skin_Sun_Exposed_Lower_leg	4.57777655853683	8.38222402289557e-17	0.422010187718647	1.17847665459799	1.40507161617279	1.35754533994537	0.100216446389321	2	0
intron_19_8302980_8303855	19	8302980	8303855	0.363048424668116	5	1	0.335732608405034	Esophagus_Mucosa	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	4.87918001883955	1.6161628043239e-17	4.87918001883955	-0.962631251722971	-0.859617352485657	-0.898666098614268	0.0428036417607725	1	0
intron_7_2238937_2239418	7	2238937	2239418	0.363080779928667	5	1	0.359999993668756	Pancreas	0.370606063700037	Kidney_Cortex	4.98711505471742	2.09896849789167e-32	4.98711505471742	0.89533869045559	0.915365099906922	0.908335835171318	0.00819556683059962	1	0
intron_3_158821653_158823428	3	158821653	158823428	0.363108311528862	2	1	0.360484000714555	Skin_Sun_Exposed_Lower_leg	0.366378615103736	Skin_Not_Sun_Exposed_Suprapubic	1.99737150257103	0.00262849742897031	1.99737150257103	-0.914443219381554	-0.903277537364179	-0.908860378372867	0.00789532947105879	1	0
intron_16_3286149_3288454	16	3286149	3288454	0.363152606503799	5	2	0.247312294502601	Skin_Sun_Exposed_Lower_leg	0.429999993801473	Esophagus_Mucosa	3.01390589884039	4.10902430444506e-17	1.98609410115961	-0.789191663265228	1.156902261918	0.300245840121293	1.00511440718922	2	0
intron_2_119679276_119680832	2	119679276	119680832	0.363160823814068	5	2	0.172744262215484	Kidney_Cortex	0.83383175671406	Skin_Sun_Exposed_Lower_leg	4.33752835945465	1.6690690957462e-17	0.645121978748606	-1.36343879263679	-0.209789771334619	-0.550511930844948	0.462375793449996	2	0
intron_17_68444589_68450728	17	68444589	68450728	0.363194811530576	2	1	0.347055505636503	Pancreas	0.379999992484432	Kidney_Cortex	1.99917249219724	0.000827507802757157	1.99917249219724	0.877896308898926	0.94031597904907	0.909106143973998	0.0441373720425948	1	0
intron_11_65581965_65583592	11	65581965	65583592	0.363233471117131	3	1	0.361264370204858	Esophagus_Mucosa	0.367929430163893	Skin_Not_Sun_Exposed_Suprapubic	2.98630853143821	1.73770604580208e-05	2.98630853143821	0.900358628166298	0.912958496369911	0.907151823329235	0.00635760089266268	1	0
intron_19_57392948_57394188	19	57392948	57394188	0.3632846332847	3	2	0.259999981650469	Pancreas	0.840000000398616	Esophagus_Mucosa	2.3575791297034	1.84376140313501e-33	0.642420870296604	-1.12639117240906	0.201893478631973	-0.683629622062047	0.766885500838987	2	0
intron_6_169662424_169663563	6	169662424	169663563	0.363297823362881	5	2	0.169999994427472	Kidney_Cortex	0.819289482274177	Skin_Not_Sun_Exposed_Suprapubic	3.95549427474409	1.38906505902688e-16	0.994526936450344	0.228458928342059	1.3722038269043	0.505689816316704	0.486098265212637	2	0
intron_22_50204341_50204919	22	50204341	50204919	0.363374052772113	5	2	0.238198510406641	Esophagus_Mucosa	0.512222528572117	Skin_Not_Sun_Exposed_Suprapubic	4.75423139574838	7.79082523909963e-18	0.24291353420633	0.655380926624711	1.17950157375152	0.962411543883512	0.266732934018469	2	0
intron_11_3094334_3100158	11	3094334	3100158	0.363414293596074	1	1	0.363414293596074	Esophagus_Mucosa	0.363414293596074	Esophagus_Mucosa	1	1	1	-0.908878443650599	-0.908878443650599	-0.908878443650599	NA	1	0
intron_15_40416362_40419180	15	40416362	40419180	0.363444322258747	2	2	0.290000025381774	Esophagus_Mucosa	0.760000007525314	Pancreas	1.81259457240314	0.187405427596855	0.187405427596855	0.305480778217316	1.05812156200409	0.681801170110703	0.532197402013186	2	0
intron_10_28526008_28531735	10	28526008	28531735	0.36369296781798	5	2	0.277264767708917	Skin_Not_Sun_Exposed_Suprapubic	0.795059567117813	Pancreas	4.69068177896936	1.44677601848135e-16	0.269602742922332	-1.08648433512553	-0.259746181610789	-0.87540144656612	0.357836212841904	2	0
intron_3_142403989_142404907	3	142403989	142404907	0.363743634736262	1	1	0.363743634736262	Skin_Not_Sun_Exposed_Suprapubic	0.363743634736262	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-0.908254766961635	-0.908254766961635	-0.908254766961635	NA	1	0
intron_3_113291748_113293952	3	113291748	113293952	0.36380116605832	5	1	0.282913798895078	Esophagus_Mucosa	0.479999987330342	Kidney_Cortex	4.90947049280195	1.28274656069064e-16	4.90947049280195	0.706302583217621	1.07379672324513	0.899965833657773	0.148830462258716	1	0
intron_21_41942245_41953370	21	41942245	41953370	0.363877010009126	4	2	0.0990000076248567	Esophagus_Mucosa	1	Kidney_Cortex	2.88200290696971	0.0380172072938336	1.00098017001172	-1.64972102642059	0	-1.0445138021975	0.723345522926426	2	0
intron_19_52077084_52084787	19	52077084	52084787	0.363906152578855	3	2	0.180000015550816	Skin_Not_Sun_Exposed_Suprapubic	0.790000008299662	Pancreas	2.37024622362097	2.68031548330893e-16	0.629753776379026	0.266310602426529	1.34075498580933	0.98260685801506	0.62033075397534	2	0
intron_1_11841207_11843704	1	11841207	11843704	0.364035921923438	5	1	0.336230018891784	Skin_Not_Sun_Exposed_Suprapubic	0.379999992484432	Kidney_Cortex	4.8915169030938	9.90939630262205e-18	4.8915169030938	-0.961640900268815	0.896473348140716	-0.5398751485575	0.803758294179434	1	0
intron_16_57772288_57794999	16	57772288	57794999	0.364069456697767	5	2	0.159999983390071	Esophagus_Mucosa	0.440740754500618	Skin_Sun_Exposed_Lower_leg	4.21409373833943	9.62611333607008e-17	0.669144679211032	0.770942938584369	1.40507161617279	1.18535107116921	0.276501475786928	2	0
intron_7_97970227_97970319	7	97970227	97970319	0.364130187570986	2	1	0.343619711924674	Esophagus_Mucosa	0.3859650592489	Pancreas	1.99768437776056	0.0023156222394421	1.99768437776056	0.866957932981349	0.947037418796953	0.906997675889151	0.0566247474541453	1	0
intron_6_71296817_71301386	6	71296817	71301386	0.36414008433749	3	1	0.354013261154245	Skin_Sun_Exposed_Lower_leg	0.370000008467644	Esophagus_Mucosa	2.9939085466313	8.67929310145637e-17	2.9939085466313	-0.926832975215496	-0.896473348140716	-0.90659322383231	0.0175281388641206	1	0
intron_10_125994960_125995417	10	125994960	125995417	0.36418367649231	3	2	0.335541290563135	Esophagus_Mucosa	0.830000003806407	Kidney_Cortex	2.77506228181546	2.14130070207714e-33	0.224937718184542	0.214701563119888	0.963012419804033	0.464138515347937	0.432037474544111	2	0
intron_1_201389303_201398487	1	201389303	201398487	0.364206115599561	2	2	0.259999981650469	Skin_Sun_Exposed_Lower_leg	0.400000007537173	Skin_Not_Sun_Exposed_Suprapubic	1.02215001541503	0.977849984584968	0.977849984584968	-1.12639117240906	-0.841621220111847	-0.984006196260452	0.201362764347528	2	0
intron_1_94679607_94705439	1	94679607	94705439	0.364238594204798	2	2	0.159999983390071	Pancreas	0.500000008668357	Skin_Not_Sun_Exposed_Suprapubic	1.33683793128687	0.663162068713129	0.663162068713129	-1.40507161617279	-0.674489736557007	-1.0397806763649	0.516599401288334	2	0
intron_2_241744877_241748865	2	241744877	241748865	0.364300816457626	4	4	0.0541175168141842	Skin_Sun_Exposed_Lower_leg	0.890000003329256	Esophagus_Mucosa	2.43207527534992	0.0854860691675064	0.0854860691675064	-1.92589475247724	-0.138304203748703	-1.18589178399369	0.814370469357769	4	0
intron_19_38718074_38720287	19	38718074	38720287	0.364338157074919	4	1	0.243968622822761	Esophagus_Mucosa	0.469365287259951	Skin_Sun_Exposed_Lower_leg	3.9034923907385	4.80558329248784e-05	3.9034923907385	0.723512158069965	1.1651244460654	0.896839615821138	0.204760089724145	1	0
intron_9_113221678_113256114	9	113221678	113256114	0.364378357225117	1	1	0.364378357225117	Skin_Sun_Exposed_Lower_leg	0.364378357225117	Skin_Sun_Exposed_Lower_leg	1	1	1	-0.90705378190193	-0.90705378190193	-0.90705378190193	NA	1	0
intron_15_89319350_89321736	15	89319350	89321736	0.364392620706261	2	1	0.359999993668756	Skin_Sun_Exposed_Lower_leg	0.370000008467644	Esophagus_Mucosa	1.99511852075986	0.00488147924014091	1.99511852075986	-0.915365099906922	-0.896473348140717	-0.905919224023819	0.0133584857823765	1	0
intron_15_89318749_89319228	15	89318749	89319228	0.364392620706262	2	1	0.359999993668756	Skin_Not_Sun_Exposed_Suprapubic	0.370000008467644	Skin_Sun_Exposed_Lower_leg	1.99511852075986	0.00488147924014091	1.99511852075986	0.896473348140717	0.915365099906921	0.905919224023819	0.0133584857823762	1	0
intron_17_41771862_41786566	17	41771862	41786566	0.364393579194942	2	1	0.350000012526044	Skin_Sun_Exposed_Lower_leg	0.379999992484432	Kidney_Cortex	1.99655193309598	0.0034480669040155	1.99655193309598	0.877896308898926	0.934589266777038	0.906242787837982	0.0400879749611366	1	0
intron_1_3467350_3468880	1	3467350	3468880	0.364478594906923	3	2	0.157297014904315	Esophagus_Mucosa	0.180000015550816	Pancreas	2.89627532069822	2.12520397099635e-16	0.103724679301776	1.34075498580933	1.41422103074924	1.37572661448762	0.036859496253292	2	0
intron_17_32721189_32738253	17	32721189	32738253	0.364491778559787	2	2	0.169999994427472	Skin_Not_Sun_Exposed_Suprapubic	0.739999989804993	Esophagus_Mucosa	1.02638249842325	0.973617501576749	0.973617501576749	-1.3722038269043	0.331853359937668	-0.520175233483315	1.20495039234562	2	0
intron_5_177953292_177957609	5	177953292	177957609	0.364551202483587	2	2	0.630754253464765	Esophagus_Mucosa	0.904824108372422	Pancreas	1.90920439721894	0.0907956027810626	0.0907956027810626	-0.480665501942525	0.119569592712625	-0.18054795461495	0.424430305736806	2	0
intron_1_109494287_109494520	1	109494287	109494520	0.364562416731189	5	2	0.159512230356877	Skin_Sun_Exposed_Lower_leg	0.263804000560792	Kidney_Cortex	4.25902664876198	4.84997067726658e-17	0.719974677506851	1.11744524100584	1.40671394034066	1.2734532572503	0.143871213827592	2	0
intron_1_16956156_16958583	1	16956156	16958583	0.364565508411031	4	2	0.169999994427472	Esophagus_Mucosa	0.680000000640971	Pancreas	3.00161381310272	3.74078372996033e-32	0.998386186897279	-1.3722038269043	0.412463128566742	-0.926037088036537	0.892333477735519	2	0
intron_8_94726441_94738369	8	94726441	94738369	0.364567744603182	3	1	0.362528166725472	Skin_Sun_Exposed_Lower_leg	0.368478393669142	Skin_Not_Sun_Exposed_Suprapubic	2.99981594815422	2.15365691063757e-17	2.99981594815422	0.899327218278176	0.910558269241567	0.906667853157806	0.00636098528060731	1	0
intron_15_40554127_40557216	15	40554127	40557216	0.364583733024493	5	1	0.259999981650469	Skin_Sun_Exposed_Lower_leg	0.450000002391664	Pancreas	4.9656546010511	5.17352840179229e-17	4.9656546010511	0.755415022373199	1.12639117240906	0.903805482387543	0.20319200567106	1	0
intron_19_43932690_43934426	19	43932690	43934426	0.364591083160136	3	2	0.159999983390071	Skin_Sun_Exposed_Lower_leg	0.510000010717303	Skin_Not_Sun_Exposed_Suprapubic	2.18233728439629	5.09304035446442e-16	0.817662715603712	0.658837676048279	1.40507161617279	0.907582322756449	0.430838366209322	2	0
intron_8_56301573_56303938	8	56301573	56303938	0.36461075615134	2	1	0.359999993668756	Esophagus_Mucosa	0.370000008467644	Skin_Not_Sun_Exposed_Suprapubic	1.99693414655209	0.00306585344790901	1.99693414655209	0.896473348140717	0.915365099906922	0.905919224023819	0.0133584857823765	1	0
intron_2_70984249_70984611	2	70984249	70984611	0.364629357267811	2	2	0.169999994427472	Kidney_Cortex	0.886073552557839	Pancreas	1.15972079601667	0.840279203983325	0.840279203983325	-0.14327429934402	1.3722038269043	0.614464763780139	1.07160485981007	2	0
intron_11_32830173_32830508	11	32830173	32830508	0.364717631527913	4	2	0.426909678957228	Skin_Not_Sun_Exposed_Suprapubic	0.919999998708424	Kidney_Cortex	3.82264515873201	7.98605261100453e-19	0.177354841267986	-0.794490943948377	-0.100433722138405	-0.322450407747817	0.327714045312273	2	0
intron_1_46405794_46406038	1	46405794	46406038	0.364806264722906	5	2	0.169999994427472	Skin_Sun_Exposed_Lower_leg	0.510000010717303	Esophagus_Mucosa	4.06323765336327	6.16344441318896e-22	0.936762346636727	0.658837676048279	1.3722038269043	0.801510906219482	0.319027041232285	2	0
intron_14_65077428_65077913	14	65077428	65077913	0.364824448333902	1	1	0.364824448333902	Esophagus_Mucosa	0.364824448333902	Esophagus_Mucosa	1	1	1	0.90621049647387	0.90621049647387	0.90621049647387	NA	1	0
intron_7_90279893_90282892	7	90279893	90282892	0.364880498973374	5	2	0.569959292922576	Pancreas	0.838609169800175	Skin_Sun_Exposed_Lower_leg	4.7701725333638	4.46674413253929e-05	0.164707784346503	-0.218562258218491	0.568111450780314	0.294874448928625	0.317824056134644	2	0
intron_6_85678032_85678136	6	85678032	85678136	0.364891243392213	4	1	0.355781959148292	Skin_Not_Sun_Exposed_Suprapubic	0.379006242202971	Esophagus_Mucosa	3.97756072436107	1.45825273005594e-16	3.97756072436107	-0.923432312578679	-0.87972880276755	-0.903542897797898	0.0180583106801725	0.999999999999999	0
intron_16_58435823_58461471	16	58435823	58461471	0.364932761223129	1	1	0.364932761223129	Skin_Not_Sun_Exposed_Suprapubic	0.364932761223129	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-0.906005840269313	-0.906005840269313	-0.906005840269313	NA	1	0
intron_22_25459515_25481116	22	25459515	25481116	0.364978608324769	2	1	0.359999993668756	Skin_Sun_Exposed_Lower_leg	0.370000008467643	Skin_Not_Sun_Exposed_Suprapubic	2	3.35470445140523e-17	2	0.896473348140717	0.915365099906921	0.905919224023819	0.0133584857823763	1	0
intron_9_4722625_4726083	9	4722625	4726083	0.364983975233946	4	3	0.0869999904414319	Skin_Sun_Exposed_Lower_leg	0.529999982566569	Kidney_Cortex	2.34950712232852	0.0447800188192112	0.278351462620524	0.628006041049957	1.71143960952759	1.12756998840886	0.472919668528748	3	0
intron_1_153308618_153310611	1	153308618	153310611	0.364994916626907	3	2	0.270000019848617	Esophagus_Mucosa	0.515136145503986	Skin_Not_Sun_Exposed_Suprapubic	2.89003889978969	6.6679066541424e-17	0.109961100210307	0.650861113650874	1.10306251049042	0.804599651239601	0.258515710908104	2	0
intron_11_65124652_65125488	11	65124652	65125488	0.365186468378398	3	2	0.159999983390071	Pancreas	0.840000000398616	Esophagus_Mucosa	2.00000053485174	3.12075529358085e-16	0.999999465148258	-1.40507161617279	0.201893478631973	-0.333761552969615	0.927781730063863	2	0
intron_11_86302478_86306245	11	86302478	86306245	0.365242740432995	3	2	0.203204184763969	Skin_Not_Sun_Exposed_Suprapubic	0.579999998820097	Esophagus_Mucosa	2.00675283919415	2.06250131645449e-16	0.993247160805854	0.553384721279144	1.27247560941482	0.793081683991038	0.415167317836942	2	0
intron_13_110910770_110914725	13	110910770	110914725	0.365308943450413	5	2	0.379999992484432	Pancreas	0.609999981770324	Esophagus_Mucosa	4.31491881947717	5.58155099305721e-17	0.68508118052283	-0.510073482990265	0.877896308898926	-0.232479524612427	0.620718961076093	2	0
intron_6_71296561_71296672	6	71296561	71296672	0.365411790555216	3	1	0.363045855146372	Esophagus_Mucosa	0.370000008467644	Skin_Not_Sun_Exposed_Suprapubic	2.99889182211569	1.10482383386278e-17	2.99889182211569	0.896473348140717	0.909576578555799	0.904933239400242	0.00733813425193426	1	0
intron_14_73537878_73541493	14	73537878	73541493	0.365432121164092	2	2	0.159999983390071	Skin_Sun_Exposed_Lower_leg	0.33999998647729	Skin_Not_Sun_Exposed_Suprapubic	1.56271675813207	0.43728324186793	0.43728324186793	-1.40507161617279	-0.954165279865265	-1.17961844801903	0.318838928083033	2	0
intron_10_133380485_133381460	10	133380485	133381460	0.365443373911921	4	2	0.270000019848617	Skin_Not_Sun_Exposed_Suprapubic	0.391291989876614	Skin_Sun_Exposed_Lower_leg	2.0104473013956	4.58404605830355e-18	1.9895526986044	-1.10306251049042	1.10306251049042	-0.443232527802574	1.03618177631788	2	0
intron_11_777695_778113	11	777695	778113	0.365508500197845	2	2	0.159999983390071	Skin_Not_Sun_Exposed_Suprapubic	0.33999998647729	Skin_Sun_Exposed_Lower_leg	1.76865202362579	0.231347976374207	0.231347976374207	-1.40507161617279	-0.954165279865265	-1.17961844801903	0.318838928083033	2	0
intron_13_49506756_49513059	13	49506756	49513059	0.365518263850216	4	2	0.490000009212543	Pancreas	0.87000000111524	Esophagus_Mucosa	3.72526022350557	8.14001099918635e-17	0.27473977649443	-0.690308809280396	-0.163658484816551	-0.558646228164434	0.263325162231922	2	0
