gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status	GeneID	chromosome	map_location	start_position	end_position
ENSG00000135119.14	RNFT2	0.389586737164742	5	2	0.176881452169205	Pancreas	0.529999982566569	Kidney_Cortex	3.09929794922788	2.6788957153874e-19	1.90070205077212	0.628006041049957	1.35041952243871	1.02900155881252	0.367720668756953	2	0	84900	12	12q24.22	116738314	116853630
ENSG00000214050.7	FBXO16	0.389616860690539	4	2	0.309999981230415	Esophagus_Mucosa	0.400000007537173	Pancreas	3.00924973673926	2.02891058739208e-16	0.990750263260744	-0.841621220111847	1.01522207260132	0.551011249423027	0.928421646356583	2	0	157574	8	8p21.1	28428411	28490228
ENSG00000164758.7	MED30	0.38986587316396	4	2	0.252864509247449	Skin_Not_Sun_Exposed_Suprapubic	0.760000007525314	Esophagus_Mucosa	3.27797394389148	0.0119680975802435	0.638974585490369	-0.305480778217316	1.14341938146273	0.542029801973689	0.652605516293618	2	0	90390	8	8q24.11	117520712	117540261
ENSG00000137842.6	TMEM62	0.38987713614835	5	2	0.230738925584505	Esophagus_Mucosa	0.510000010717303	Kidney_Cortex	3.09329277364946	8.28139801595579e-17	1.90670722635054	-1.19845758578093	1.02686937368333	0.0974498927901359	0.967662148898402	2	0	80021	15	15q15.2	43133114	43185146
ENSG00000102786.14	INTS6	0.389895067264807	2	1	0.379999992484432	Esophagus_Mucosa	0.410000013453806	Pancreas	1.95875112948216	0.0412488705178419	1.95875112948216	-0.82389360666275	0.877896308898926	0.0270013511180877	1.20334718944854	1	0	26512	13	13q14.3	51353170	51453332
ENSG00000117592.8	PRDX6	0.389947299770642	4	2	0.12403262253128	Esophagus_Mucosa	0.429999993801473	Skin_Not_Sun_Exposed_Suprapubic	3.1821678352859	0.0134219068585925	0.754066983416573	-1.53806540953157	1.10306251049042	-0.649099597302669	1.21145061546219	2	0	9588	1	1q25.1	173477334	173488814
ENSG00000183864.4	TOB2	0.390000006482609	4	1	0.390000006482609	Esophagus_Mucosa	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	4	3.92662538609048e-80	4	-0.859617352485657	-0.859617352485657	-0.859617352485657	1.28197512425571e-16	1	0	10766	22	22q13.2	41433491	41448229
ENSG00000157110.15	RBPMS	0.390000006482609	2	1	0.390000006482609	Pancreas	0.390000006482609	Pancreas	2	2.8605059899596e-16	2	-0.859617352485657	-0.859617352485657	-0.859617352485657	0	1	0	11030	8	8p12	30384540	30572260
ENSG00000282787.1	RP11-151A10.3	0.390000006482609	1	1	0.390000006482609	Kidney_Cortex	0.390000006482609	Kidney_Cortex	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	NA	NA	NA	NA	NA
ENSG00000261594.3	TPBGL	0.390000006482609	3	1	0.390000006482609	Esophagus_Mucosa	0.390000006482609	Pancreas	3	2.11125548401341e-48	3	-0.859617352485657	-0.859617352485657	-0.859617352485657	7.85046229341888e-17	0.999999999999999	0	100507050	11	11q13.4	75240773	75243703
ENSG00000058272.16	PPP1R12A	0.390000006482609	5	1	0.390000006482609	Kidney_Cortex	0.390000006482609	Esophagus_Mucosa	5	1.22773564891245e-33	5	0.859617352485657	0.859617352485657	0.859617352485657	7.85046229341888e-17	1	0	4659	12	12q21.2-q21.31	79773562	79935459
ENSG00000158195.10	WASF2	0.390000006482609	2	1	0.390000006482609	Kidney_Cortex	0.390000006482609	Kidney_Cortex	2	3.35470445140523e-17	2	-0.859617352485657	-0.859617352485657	-0.859617352485657	0	1	0	10163	1	1p36.11	27404229	27490166
ENSG00000116183.10	PAPPA2	0.390000006482609	1	1	0.390000006482609	Kidney_Cortex	0.390000006482609	Kidney_Cortex	1	1	1	0.859617352485657	0.859617352485657	0.859617352485657	NA	1	0	60676	1	1q25.2	176463158	176845600
ENSG00000273454.1	RP11-797D24.3	0.390000006482609	1	1	0.390000006482609	Kidney_Cortex	0.390000006482609	Kidney_Cortex	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	NA	NA	NA	NA	NA
ENSG00000085274.15	MYNN	0.390000006482609	1	1	0.390000006482609	Skin_Sun_Exposed_Lower_leg	0.390000006482609	Skin_Sun_Exposed_Lower_leg	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	55892	3	3q26.2	169773395	169789715
ENSG00000080709.14	KCNN2	0.390000006482609	1	1	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	0.859617352485657	0.859617352485657	0.859617352485657	NA	1	0	3781	5	5q22.3	114055977	114496499
ENSG00000113721.13	PDGFRB	0.390000006482609	1	1	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	5159	5	5q32	150113838	150155844
ENSG00000136960.12	ENPP2	0.390000006482609	1	1	0.390000006482609	Esophagus_Mucosa	0.390000006482609	Esophagus_Mucosa	1	1	1	0.859617352485657	0.859617352485657	0.859617352485657	NA	1	0	5168	8	8q24.12	119557084	119673403
ENSG00000008513.14	ST3GAL1	0.390000006482609	1	1	0.390000006482609	Pancreas	0.390000006482609	Pancreas	1	1	1	0.859617352485657	0.859617352485657	0.859617352485657	NA	1	0	6482	8	8q24.22	133454847	133572533
ENSG00000171189.17	GRIK1	0.390000006482609	2	1	0.390000006482609	Esophagus_Mucosa	0.390000006482609	Skin_Sun_Exposed_Lower_leg	2	3.35470445140523e-17	2	-0.859617352485657	-0.859617352485657	-0.859617352485657	1.11022302462516e-16	1	0	2897	21	21q21.3	29536932	29939995
ENSG00000277011.1	RP13-895J2.6	0.390000006482609	1	1	0.390000006482609	Kidney_Cortex	0.390000006482609	Kidney_Cortex	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	NA	NA	NA	NA	NA
ENSG00000250366.2	TUNAR	0.390000006482609	1	1	0.390000006482609	Pancreas	0.390000006482609	Pancreas	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	100507043	14	14q32.2	95876391	95925570
ENSG00000115844.10	DLX2	0.390000006482609	1	1	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	1	1	1	0.859617352485657	0.859617352485657	0.859617352485657	NA	1	0	1746	2	2q31.1	172099437	172102899
ENSG00000261514.1	LINC01976	0.390000006482609	1	1	0.390000006482609	Kidney_Cortex	0.390000006482609	Kidney_Cortex	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	107546764	17	17q21.31	43938260	43938961
ENSG00000197273.3	GUCA2A	0.390000006482609	1	1	0.390000006482609	Pancreas	0.390000006482609	Pancreas	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	2980	1	1p34.2	42162689	42164744
ENSG00000237767.1	LINC01370	0.390000006482609	1	1	0.390000006482609	Pancreas	0.390000006482609	Pancreas	1	1	1	-0.859617352485657	-0.859617352485657	-0.859617352485657	NA	1	0	100505663	20	20q12	40004460	40008528
ENSG00000172803.17	SNX32	0.390000006482609	5	1	0.390000006482609	Pancreas	0.390000006482609	Kidney_Cortex	5	6.47339680465798e-17	5	0.859617352485657	0.859617352485657	0.859617352485657	1.11022302462516e-16	1	0	254122	11	11q13.1	65833639	65855168
ENSG00000273424.1	CTA-223H9.9	0.390000006482609	2	1	0.390000006482609	Pancreas	0.390000006482609	Skin_Sun_Exposed_Lower_leg	2	3.35470445140523e-17	2	-0.859617352485657	-0.859617352485657	-0.859617352485657	1.11022302462516e-16	1	0	NA	NA	NA	NA	NA
ENSG00000147586.9	MRPS28	0.390000006482609	2	1	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	0.390000006482609	Skin_Not_Sun_Exposed_Suprapubic	2	3.35470445140523e-17	2	-0.859617352485657	-0.859617352485657	-0.859617352485657	0	1	0	28957	8	8q21.13	79918716	80030258
ENSG00000170959.14	DCDC1	0.390000006482609	2	1	0.390000006482609	Pancreas	0.390000006482609	Kidney_Cortex	2	3.35470445140523e-17	2	-0.859617352485657	-0.859617352485657	-0.859617352485657	1.11022302462516e-16	1	0	341019	11	11p14.1-p13	30863602	31369809
ENSG00000147669.10	POLR2K	0.390000006482609	2	1	0.390000006482609	Pancreas	0.390000006482609	Esophagus_Mucosa	2	3.35470445140523e-17	2	-0.859617352485657	-0.859617352485657	-0.859617352485657	1.57009245868378e-16	1	0	5440	8	8q22.2	100150635	100154002
ENSG00000270673.1	YTHDF3-AS1	0.390025771838589	5	1	0.334246723622563	Skin_Not_Sun_Exposed_Suprapubic	0.410000013453806	Esophagus_Mucosa	4.90398334171096	6.75735503780622e-34	4.90398334171096	-0.965595308891928	-0.82389360666275	-0.852233947108586	0.0633709277423751	1	0	NA	NA	NA	NA	NA
ENSG00000142661.18	MYOM3	0.390095442539023	4	3	0.10463803511253	Pancreas	0.755970308674983	Skin_Not_Sun_Exposed_Suprapubic	2.43865196261932	0.0530217001135711	0.328449008033953	-0.49585035443306	1.622772553069	0.29954453860438	0.959666930935883	3	0	127294	1	1p36.11	24056040	24112134
ENSG00000133639.4	BTG1	0.390096868482486	5	4	0.250000000737035	Skin_Not_Sun_Exposed_Suprapubic	0.481988385499758	Esophagus_Mucosa	2.3795297965305	2.79431601039718e-17	0.631247270833788	-0.974113881587982	1.15034937858582	0.125215132711126	1.01939751022478	4	0	694	12	12q21.33	92140277	92145845
ENSG00000272970.1	RP11-329B9.4	0.390215858535314	5	5	0.0501811799101063	Skin_Sun_Exposed_Lower_leg	0.379999992484432	Kidney_Cortex	2.97727224983216	0.16944478876833	0.16944478876833	-1.95841633191971	0.877896308898926	-1.0434451216532	1.1358513362756	5	0	NA	NA	NA	NA	NA
ENSG00000223859.1	AC007403.3	0.390300877245082	1	1	0.390300877245082	Pancreas	0.390300877245082	Pancreas	1	1	1	0.859071849248581	0.859071849248581	0.859071849248581	NA	1	0	NA	NA	NA	NA	NA
ENSG00000134516.15	DOCK2	0.390478440643819	1	1	0.390478440643819	Esophagus_Mucosa	0.390478440643819	Esophagus_Mucosa	1	1	1	-0.858750032243443	-0.858750032243443	-0.858750032243443	NA	1	0	1794	5	5q35.1	169637246	170083381
ENSG00000158169.12	FANCC	0.390530411578599	5	1	0.250000000737035	Skin_Not_Sun_Exposed_Suprapubic	0.450000002391664	Esophagus_Mucosa	4.94378205153316	1.73450375947121e-18	4.94378205153316	-1.15034937858582	0.755415022373199	-0.552638363838196	0.748029405846922	1	0	2176	9	9q22.32	95099053	95317729
ENSG00000129244.8	ATP1B2	0.39056859021786	4	2	0.390366795635365	Kidney_Cortex	0.85999999809653	Skin_Not_Sun_Exposed_Suprapubic	3.5035587298428	1.1261790282616e-33	0.474425289897902	-0.189118430018425	0.858952367966927	0.283694934840562	0.545903787553715	2	0	482	17	17p13.1	7646626	7657769
ENSG00000112308.12	C6orf62	0.390735006707682	5	1	0.390000006482609	Pancreas	0.421008257410494	Esophagus_Mucosa	4.89104070512814	6.68298845191461e-33	4.89104070512814	0.804673254340159	0.859617352485657	0.848628532856557	0.0245717476831505	1	0	81688	6	6p22.3	24704298	24720919
ENSG00000278071.1	RP11-736N17.10	0.390795754287483	5	2	0.300668272896117	Pancreas	0.406255605445068	Skin_Not_Sun_Exposed_Suprapubic	3.8859830249715	5.68291422631948e-05	1.0700416314083	-0.927418155911005	1.03500136678233	0.542485347731855	0.825216816653912	2	0	NA	NA	NA	NA	NA
ENSG00000002016.17	RAD52	0.390806054507047	4	3	0.0946533379041495	Skin_Not_Sun_Exposed_Suprapubic	0.162409714900205	Esophagus_Mucosa	3.38335864471518	0.0439312439094429	0.116023271753117	1.39701282366229	1.67134608863019	1.54717501869317	0.11909318807171	3	0	5893	12	12p13.33	911027	991194
ENSG00000186153.16	WWOX	0.391058662591415	4	4	0.313684312509222	Pancreas	0.968929832763126	Esophagus_Mucosa	2.83352876188087	0.137489233410029	0.137489233410029	-0.521743510949601	1.00752133055759	0.0331758120668966	0.67899534700589	4	0	51741	16	16q23.1-q23.2	78099653	79212666
ENSG00000271784.1	RP1-28H20.3	0.391060475338564	2	1	0.374131644297013	Esophagus_Mucosa	0.410000013453806	Skin_Sun_Exposed_Lower_leg	1.99362256917744	0.00637743082255897	1.99362256917744	-0.888760805696587	-0.82389360666275	-0.856327206179669	0.0458680363134036	1	0	NA	NA	NA	NA	NA
ENSG00000148346.11	LCN2	0.391170337063832	2	2	0.400000007537173	Esophagus_Mucosa	0.730000003969759	Skin_Sun_Exposed_Lower_leg	1.91838309962488	0.0816169003751221	0.0816169003751221	-0.841621220111847	-0.345125526189804	-0.593373373150826	0.351075472002197	2	0	3934	9	9q34.11	128149452	128153452
ENSG00000196236.12	XPNPEP3	0.391345106944802	5	1	0.329999997751668	Kidney_Cortex	0.742780492929936	Skin_Not_Sun_Exposed_Suprapubic	4.9026746891931	4.2490224486377e-19	4.9026746891931	-0.974113881587982	-0.328173487172836	-0.844925802704953	0.288873326265058	1	0	63929	22	22q13.2	40857147	40932814
ENSG00000156042.17	CFAP70	0.39143963192858	5	1	0.329999997751668	Kidney_Cortex	0.484704793857505	Skin_Sun_Exposed_Lower_leg	4.92605646223422	1.18717188549732e-16	4.92605646223422	-0.974113881587982	-0.698755578481952	-0.85070322380002	0.133957480585417	1	0	118491	10	10q22.2	73253757	73361063
ENSG00000172667.10	ZMAT3	0.391446470469636	5	3	0.190000017124934	Esophagus_Mucosa	0.879999994721675	Skin_Sun_Exposed_Lower_leg	3.10056773735311	5.98413828358289e-32	0.565413430725297	-1.31057906150818	-0.150969222187996	-0.888984397053719	0.434678743220648	3	0	64393	3	3q26.32	179017222	179072512
ENSG00000262655.3	SPON1	0.391448842089597	3	3	0.239999981104839	Pancreas	0.9172380833452	Skin_Sun_Exposed_Lower_leg	1.39459260711108	0.568866213221219	0.568866213221219	-1.17498683929443	-0.103913386985112	-0.717284051009274	0.552244466439703	3	0	10418	11	11p15.2	13962722	14268132
ENSG00000176435.6	CLEC14A	0.391504982847806	3	2	0.259999981650469	Pancreas	0.309999981230415	Esophagus_Mucosa	2.09493209506783	1.51272972996073e-16	0.90506790493217	-1.01522207260132	1.12639117240906	-0.301350990931193	1.23646098350681	2	0	161198	14	14q21.1	38253999	38256092
ENSG00000068305.17	MEF2A	0.391519535375698	4	2	0.432563503366444	Pancreas	0.879999994721675	Skin_Not_Sun_Exposed_Suprapubic	3.37996725907216	5.43852283296447e-17	0.584460452569216	-0.578944040051129	0.784812511507531	0.000656638509124521	0.605354549693354	2	0	4205	15	15q26.3	99565416	99716487
ENSG00000143971.7	ETAA1	0.391679439432342	5	3	0.0876638548094891	Pancreas	0.457116198877451	Kidney_Cortex	4.29779335696414	0.0256125944679851	0.149971116421286	0.7436038078566	1.70785174539195	1.27755834762881	0.345306347243269	3	0	54465	2	2p14	67397316	67412088
ENSG00000100918.12	REC8	0.391808153673349	4	2	0.189509776813332	Pancreas	0.309999981230415	Esophagus_Mucosa	3.3451162144755	2.70773939215753e-19	0.654883785524497	1.01522207260132	1.31203069861313	1.08942422910427	0.148404313005906	2	0	9985	14	14q12	24171930	24180407
ENSG00000146757.13	ZNF92	0.391880392678236	5	4	0.0859999954097873	Esophagus_Mucosa	0.87000000111524	Kidney_Cortex	3.14772082297054	1.04036921184257e-16	0.160374369457016	0.163658484816551	1.71688604354858	0.975802769441074	0.755426805777049	4	0	168374	7	7q11.21	65373854	65401135
ENSG00000134709.10	HOOK1	0.391897055119452	4	3	0.319999991574413	Skin_Not_Sun_Exposed_Suprapubic	0.677875301207091	Skin_Sun_Exposed_Lower_leg	2.6267282163412	1.84363010310549e-16	0.0890503010745155	-0.994457900524139	0.538836002349854	-0.352455528124549	0.644272929261668	3	0	51361	1	1p32.1	59814921	59876369
ENSG00000114544.16	SLC41A3	0.392039779825314	5	3	0.180000015550816	Skin_Not_Sun_Exposed_Suprapubic	0.53999999676363	Skin_Sun_Exposed_Lower_leg	3.34944983739283	0.0268700959645847	0.525727568635635	-1.34075498580933	1.29080801794993	0.452725876174778	1.03335295538314	3	0	54946	3	3q21.2-q21.3	126006356	126101549
ENSG00000170043.11	TRAPPC1	0.392163642929086	4	3	0.0889999986393371	Esophagus_Mucosa	0.562119702319616	Skin_Not_Sun_Exposed_Suprapubic	2.68799189191208	0.00321443102864724	0.360771622880903	0.579695909492391	1.70069646835327	0.900814908173795	0.535293859758001	3	0	58485	17	17p13.1	7930344	7931998
ENSG00000273487.1	RP4-621B10.8	0.392369652154251	5	2	0.169999994427472	Skin_Not_Sun_Exposed_Suprapubic	0.62076717077549	Esophagus_Mucosa	3.78729678498827	2.50736785935194e-16	1.16236184202508	0.494763359986214	1.3722038269043	0.951771066424091	0.43358342133783	2	0	NA	NA	NA	NA	NA
ENSG00000125484.11	GTF3C4	0.392523323221768	3	2	0.180000015550816	Skin_Not_Sun_Exposed_Suprapubic	0.700000008572274	Pancreas	2.01493542013925	2.68031548330893e-16	0.985064579860746	-0.385320454835892	1.34075498580933	0.765396505594253	0.996550120298119	2	0	9329	9	9q34.13	132670034	132694954
ENSG00000232855.6	AF131217.1	0.39258238531024	3	2	0.190000017124934	Skin_Not_Sun_Exposed_Suprapubic	0.85999999809653	Esophagus_Mucosa	2.26211038738863	1.89526925396704e-16	0.737889612611367	-1.31057906150818	-0.176374167203903	-0.932510763406753	0.654833501042764	2	0	NA	NA	NA	NA	NA
ENSG00000179335.18	CLK3	0.392597281939777	5	2	0.290000025381774	Esophagus_Mucosa	0.840000000398616	Kidney_Cortex	3.85072798032274	7.059746540222e-33	1.14927201967726	-0.201893478631973	1.05812156200409	0.302112537622452	0.69013866055216	2	0	1198	15	15q24.1	74608371	74630200
ENSG00000165516.10	KLHDC2	0.392618894626694	5	1	0.279998113750458	Pancreas	0.631876459494252	Skin_Not_Sun_Exposed_Suprapubic	4.95066299454178	1.23372850465071e-18	4.95066299454178	-0.896473348140717	1.0803235781268	-0.0590474321945942	0.973419765205207	1	0	23588	14	14q21.3	49767607	49786384
ENSG00000164631.18	ZNF12	0.392710943576955	5	2	0.290000025381774	Esophagus_Mucosa	0.90000000278565	Pancreas	3.95882717003831	2.28751516241104e-17	1.04117282996169	-0.125661343336105	1.05812156200409	0.584608399868011	0.648384600443827	2	0	7559	7	7p22.1	6688432	6706946
ENSG00000141349.8	G6PC3	0.392756003326435	4	3	0.210000002847284	Skin_Sun_Exposed_Lower_leg	0.939999999276279	Kidney_Cortex	2.50393987109264	1.96548047161649e-16	0.216857980912375	-0.0752698630094528	1.25356543064117	0.352126620709896	0.627190367502427	3	0	92579	17	17q21.31	44070672	44076343
ENSG00000258534.1	CTD-2134A5.4	0.392761036784651	4	2	0.173215897560355	Esophagus_Mucosa	0.345411733991799	Pancreas	3.45743047557592	3.94470163929663e-05	0.492527566453145	-1.36194292664805	-0.943526369402072	-1.06687756490777	0.198144639995631	2	0	NA	NA	NA	NA	NA
ENSG00000168268.10	NT5DC2	0.392826052638495	4	2	0.487939722988276	Skin_Not_Sun_Exposed_Suprapubic	0.867335326643019	Esophagus_Mucosa	3.68959552452159	0.0141648803117185	0.261209462921828	-0.167044129175689	0.693589432125479	0.344690761147479	0.40624877526543	2	0	64943	3	3p21.1	52524380	52535026
ENSG00000144218.18	AFF3	0.392934295935925	2	2	0.17549370894861	Skin_Sun_Exposed_Lower_leg	0.609999981770324	Pancreas	1.24686409318083	0.75313590681917	0.75313590681917	-0.510073482990265	1.3547610218231	0.422343769416416	1.31863712414418	2	0	3899	2	2q11.2	99545418	100142589
ENSG00000078369.17	GNB1	0.392958296589138	4	1	0.332822307262043	Pancreas	0.44759756182118	Skin_Sun_Exposed_Lower_leg	3.96270352144892	5.2695991191629e-17	3.96270352144892	-0.968444734388973	-0.759426340140817	-0.850383756585015	0.0943323030449008	1	0	2782	1	1p36.33	1785285	1891086
ENSG00000084070.11	SMAP2	0.393042488727948	5	3	0.120000006072841	Kidney_Cortex	0.319999991574413	Skin_Sun_Exposed_Lower_leg	3.99401301929332	8.21475935609738e-17	0.215964739710813	-1.55477356910706	-0.99445790052414	-1.37742596269145	0.256536712939168	3	0	64744	1	1p34.2	40373671	40423325
ENSG00000182004.12	SNRPE	0.39310781212043	4	1	0.389722366071392	Pancreas	0.39550220425088	Esophagus_Mucosa	3.9973776284675	3.71881394197053e-17	3.9973776284675	-0.860120964234563	-0.849681468236438	-0.853715192600927	0.00448120223482717	1	0	6635	1	1q32.1	203861598	203871151
ENSG00000149679.11	CABLES2	0.393140864934129	5	2	0.158089703272158	Pancreas	0.623421765509638	Kidney_Cortex	4.47628858886884	0.0421881988890404	0.2404917770182	-1.4115255639065	-0.491006619817307	-0.989928497753894	0.340820160744636	2	0	81928	20	20q13.33	62388633	62407284
ENSG00000116030.16	SUMO1	0.393142174260202	2	2	0.250000000737035	Esophagus_Mucosa	0.849999997064387	Skin_Not_Sun_Exposed_Suprapubic	1.41799284203405	0.58200715796595	0.58200715796595	-1.15034937858582	0.189118430018425	-0.480615474283695	0.947146770645143	2	0	7341	2	2q33.1	202206170	202238596
ENSG00000198774.4	RASSF9	0.393305502286622	5	3	0.140000013615074	Esophagus_Mucosa	0.85999999809653	Pancreas	3.17560252060068	1.54635565708087e-06	0.84110339639576	-1.47579097747803	1.24512398614739	-0.41892660972273	1.12614629922512	3	0	9182	12	12q21.31	85800702	85836408
ENSG00000085978.21	ATG16L1	0.393366455830172	3	2	0.359999993668756	Skin_Not_Sun_Exposed_Suprapubic	0.900801074815144	Esophagus_Mucosa	2.73422830110876	0.0404366146642456	0.225335084226997	-0.915365099906921	-0.124649454296625	-0.640049941955379	0.446697360870525	2	0	55054	2	2q37.1	233251646	233295673
ENSG00000171311.12	EXOSC1	0.393461262526306	3	3	0.559999994432344	Skin_Not_Sun_Exposed_Suprapubic	0.896337037140071	Pancreas	2.40906108777828	0.0870560595586585	0.0870560595586585	-0.130289942279337	0.582841515541077	0.215758043773451	0.357030793878779	3	0	51013	10	10q24.1	97435908	97446005
ENSG00000062282.14	DGAT2	0.393540221361347	2	2	0.379999992484432	Skin_Sun_Exposed_Lower_leg	0.44485000438494	Esophagus_Mucosa	1.27531435630697	0.724685643693032	0.724685643693032	-0.877896308898926	-0.76402892710557	-0.820962618002248	0.0805163978220393	2	0	84649	11	11q13.5	75768777	75801533
ENSG00000198963.10	RORB	0.393884809250859	5	4	0.100000007226205	Pancreas	0.779999989655696	Kidney_Cortex	2.87053048454716	1.2277535054192e-16	0.131338925915711	-0.825529464941206	1.64485359191895	-0.129352690584672	1.02370401735334	4	0	6096	9	9q21.13	74497334	74693176
ENSG00000198858.9	R3HDM4	0.393907763211194	5	5	0.0398230077242419	Pancreas	0.954827559785246	Skin_Not_Sun_Exposed_Suprapubic	2.29054828339011	0.415483232018383	0.415483232018383	-2.0555800984339	0.0566455366110551	-1.02102114856575	0.781133170545026	5	0	91300	19	19p13.3	896502	913218
ENSG00000082153.17	BZW1	0.393940252256294	4	3	0.169999994427472	Skin_Not_Sun_Exposed_Suprapubic	0.575698681119859	Pancreas	2.1998046023453	1.31493590707657e-33	0.203639849878283	-1.3722038269043	0.712668529198504	-0.36801513095575	1.16121814019891	3	0	9689	2	2q33.1	200811588	200827337
ENSG00000118197.13	DDX59	0.394205538581064	5	3	0.140000013615074	Kidney_Cortex	0.877331102680355	Skin_Not_Sun_Exposed_Suprapubic	3.30414560014632	0.00804742922379184	0.222477967734499	-1.47579097747803	0.851481467492012	-0.637453106604659	0.976478914829662	3	0	83479	1	1q32.1	200640804	200669968
ENSG00000236914.3	LINC01852	0.394239940003567	4	2	0.190000017124934	Esophagus_Mucosa	0.752342835083807	Kidney_Cortex	3.46644847151695	2.78957588662848e-18	0.478072043793847	-1.15034937858582	1.31057906150818	-0.168642009302395	1.20416460696977	2	0	107984773	15	15q14	38068811	38072989
ENSG00000120333.4	MRPS14	0.394270770261978	4	2	0.180000015550816	Esophagus_Mucosa	0.90240571009138	Skin_Not_Sun_Exposed_Suprapubic	3.10595392201737	1.60993482273766e-18	0.89404607798263	-1.34075498580933	-0.122622912154103	-1.03622196739552	0.609066036827612	2	0	63931	1	1q25.1	175012957	175023424
ENSG00000133454.15	MYO18B	0.394284634255877	3	3	0.150000007200987	Skin_Sun_Exposed_Lower_leg	0.631389591881792	Esophagus_Mucosa	1.91958405104007	0.0898499600740526	0.0898499600740526	0.47977190558006	1.43953144550323	0.891572791152165	0.494154628752515	3	0	84700	22	22q12.1	25742132	26063846
ENSG00000213024.11	NUP62	0.394355379934654	5	3	0.123133188276912	Pancreas	0.404483713118214	Esophagus_Mucosa	3.37296807979087	1.14346553802562e-17	0.154799620504783	-1.54175480577557	-0.833640292636438	-1.10125630600992	0.351834890707973	3	0	23636	19	19q13.33	49906824	49929503
ENSG00000167371.17	PRRT2	0.394393885508148	5	2	0.359999993668756	Kidney_Cortex	0.693139503195782	Pancreas	4.32454470382301	3.56564336552656e-18	0.661277057381365	-0.915365099906921	0.394598117297685	-0.635996514623356	0.577346880585085	2	0	112476	16	16p11.2	29812192	29815919
ENSG00000185269.11	NOTUM	0.394460160603992	4	1	0.334929360420447	Pancreas	0.420000015398974	Esophagus_Mucosa	3.94084565024157	1.20383529263428e-20	3.94084565024157	-0.964232526540172	-0.806421220302582	-0.845874046861979	0.0789056531187949	1	0	147111	17	17q25.3	81952506	81961186
ENSG00000197753.8	LHFPL5	0.394520392291395	1	1	0.394520392291395	Pancreas	0.394520392291395	Pancreas	1	1	1	-0.851448261533763	-0.851448261533763	-0.851448261533763	NA	1	0	222662	6	6p21.31	35805351	35824069
ENSG00000267940.1	RP11-290F24.6	0.394582828944631	5	3	0.150000007200987	Skin_Not_Sun_Exposed_Suprapubic	0.979999999464697	Kidney_Cortex	2.79430323958609	1.34759832932726e-32	0.753764160549939	-0.841621220111847	1.43953144550323	0.397460770606995	1.00799422404845	3	0	NA	NA	NA	NA	NA
ENSG00000214026.10	MRPL23	0.394708390831203	5	1	0.383425665441652	Esophagus_Mucosa	0.410000013453806	Pancreas	4.99902268097125	1.42232049934993e-17	4.99902268097125	0.82389360666275	0.87160176873484	0.851025726500846	0.0248151514182214	1	0	6150	11	11p15.5	1947271	2013175
ENSG00000170426.1	SDR9C7	0.394708547110939	3	2	0.370000008467644	Esophagus_Mucosa	0.709040328808261	Skin_Not_Sun_Exposed_Suprapubic	2.87656375182311	0.000655319735981154	0.122780928440912	0.373145267929524	0.896473348140717	0.552565259405376	0.297926703216442	2	0	121214	12	12q13.3	56923132	56934407
ENSG00000108528.13	SLC25A11	0.394836897779561	4	2	0.180000015550816	Kidney_Cortex	0.960000000140682	Pancreas	2.95834857377894	0.00984841849674482	0.934278499002514	-1.34075498580933	0.0899424532825728	-0.438322588030086	0.669607761188896	2	0	8402	17	17p13.2	4937129	4940250
ENSG00000137817.16	PARP6	0.394911652142925	5	2	0.156588156923869	Skin_Sun_Exposed_Lower_leg	0.490000009212543	Kidney_Cortex	4.57662339130661	0.00252815815934409	0.283037733341783	-1.41664017272045	-0.690308809280396	-1.12207238895267	0.289511654296061	2	0	56965	15	15q23	72241180	72272553
ENSG00000144199.11	FAHD2B	0.395168087259936	5	3	0.150000007200987	Skin_Sun_Exposed_Lower_leg	0.910000000601017	Skin_Not_Sun_Exposed_Suprapubic	4.2335984617905	6.27912843507412e-18	0.167196063513124	-1.43953144550323	-0.113038539886475	-1.00262841385343	0.513561099846011	3	0	151313	2	2q11.2	97080737	97094881
